AnalysisDate,Time Period,MMWRyear,MMWRweek,Weekending,RaceEthnicity,Sex,AgeGroup,Deaths (weighted),COVID19 (weighted),Deaths (unweighted),COVID19 (unweighted),Average number of deaths (weighted),Average number of deaths (unweighted),Number above average (weighted),Percent above average (weighted),Number above average (unweighted),Percent above average (unweighted),Footnote,Geography
01/16/2022,2015-2019,2015,16,04/25/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,402,0,402,0,383,383,,,,,,United States
01/16/2022,2015-2019,2015,17,05/02/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,410,0,410,0,389,389,,,,,,United States
01/16/2022,2015-2019,2015,18,05/09/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,395,0,395,0,409,409,,,,,,United States
01/16/2022,2015-2019,2015,19,05/16/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,413,0,413,0,409,409,,,,,,United States
01/16/2022,2015-2019,2015,20,05/23/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,374,0,374,0,393,393,,,,,,United States
01/16/2022,2015-2019,2015,21,05/30/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,410,0,410,0,412,412,,,,,,United States
01/16/2022,2015-2019,2015,22,06/06/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,369,0,369,0,404,404,,,,,,United States
01/16/2022,2015-2019,2015,23,06/13/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,438,0,438,0,411,411,,,,,,United States
01/16/2022,2015-2019,2015,24,06/20/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,456,0,456,0,421,421,,,,,,United States
01/16/2022,2015-2019,2015,25,06/27/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,415,0,415,0,407,407,,,,,,United States
01/16/2022,2015-2019,2015,26,07/04/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,429,0,429,0,418,418,,,,,,United States
01/16/2022,2015-2019,2015,27,07/11/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,412,0,412,0,412,412,,,,,,United States
01/16/2022,2015-2019,2015,28,07/18/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,443,0,443,0,419,419,,,,,,United States
01/16/2022,2015-2019,2015,29,07/25/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,382,0,382,0,399,399,,,,,,United States
01/16/2022,2015-2019,2015,30,08/01/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,404,0,404,0,425,425,,,,,,United States
01/16/2022,2015-2019,2015,31,08/08/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,439,0,439,0,400,400,,,,,,United States
01/16/2022,2015-2019,2015,32,08/15/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,400,0,400,0,416,416,,,,,,United States
01/16/2022,2015-2019,2015,33,08/22/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,399,0,399,0,386,386,,,,,,United States
01/16/2022,2015-2019,2015,34,08/29/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,431,0,431,0,412,412,,,,,,United States
01/16/2022,2015-2019,2015,35,09/05/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,383,0,383,0,404,404,,,,,,United States
01/16/2022,2015-2019,2015,36,09/12/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,378,0,378,0,411,411,,,,,,United States
01/16/2022,2015-2019,2015,37,09/19/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,356,0,356,0,394,394,,,,,,United States
01/16/2022,2015-2019,2015,38,09/26/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,401,0,401,0,415,415,,,,,,United States
01/16/2022,2015-2019,2015,39,10/03/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,414,0,414,0,392,392,,,,,,United States
01/16/2022,2015-2019,2015,40,10/10/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,423,0,423,0,396,396,,,,,,United States
01/16/2022,2015-2019,2015,41,10/17/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,378,0,378,0,396,396,,,,,,United States
01/16/2022,2015-2019,2015,42,10/24/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,409,0,409,0,397,397,,,,,,United States
01/16/2022,2015-2019,2015,43,10/31/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,410,0,410,0,399,399,,,,,,United States
01/16/2022,2015-2019,2015,44,11/07/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,417,0,417,0,402,402,,,,,,United States
01/16/2022,2015-2019,2015,45,11/14/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,335,0,335,0,378,378,,,,,,United States
01/16/2022,2015-2019,2015,46,11/21/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,375,0,375,0,405,405,,,,,,United States
01/16/2022,2015-2019,2015,47,11/28/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,385,0,385,0,396,396,,,,,,United States
01/16/2022,2015-2019,2015,48,12/05/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,404,0,404,0,379,379,,,,,,United States
01/16/2022,2015-2019,2015,49,12/12/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,389,0,389,0,393,393,,,,,,United States
01/16/2022,2015-2019,2015,50,12/19/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,375,0,375,0,381,381,,,,,,United States
01/16/2022,2015-2019,2015,51,12/26/2015,All Race/Ethnicity Groups,All Sexes,20-24 Years,377,0,377,0,392,392,,,,,,United States
01/16/2022,2015-2019,2015,52,01/02/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,409,0,409,0,391,391,,,,,,United States
01/16/2022,2015-2019,2016,1,01/09/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,327,0,327,0,388,388,,,,,,United States
01/16/2022,2015-2019,2016,2,01/16/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,380,0,380,0,383,383,,,,,,United States
01/16/2022,2015-2019,2016,3,01/23/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,354,0,354,0,376,376,,,,,,United States
01/16/2022,2015-2019,2016,4,01/30/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,372,0,372,0,378,378,,,,,,United States
01/16/2022,2015-2019,2016,5,02/06/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,397,0,397,0,367,367,,,,,,United States
01/16/2022,2015-2019,2016,6,02/13/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,402,0,402,0,375,375,,,,,,United States
01/16/2022,2015-2019,2016,7,02/20/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,419,0,419,0,366,366,,,,,,United States
01/16/2022,2015-2019,2016,8,02/27/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,388,0,388,0,359,359,,,,,,United States
01/16/2022,2015-2019,2016,9,03/05/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,404,0,404,0,384,384,,,,,,United States
01/16/2022,2015-2019,2016,10,03/12/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,450,0,450,0,387,387,,,,,,United States
01/16/2022,2015-2019,2016,11,03/19/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,403,0,403,0,374,374,,,,,,United States
01/16/2022,2015-2019,2016,12,03/26/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,430,0,430,0,404,404,,,,,,United States
01/16/2022,2015-2019,2016,13,04/02/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,389,0,389,0,375,375,,,,,,United States
01/16/2022,2015-2019,2016,14,04/09/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,439,0,439,0,396,396,,,,,,United States
01/16/2022,2015-2019,2016,15,04/16/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,393,0,393,0,382,382,,,,,,United States
01/16/2022,2015-2019,2016,16,04/23/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,412,0,412,0,383,383,,,,,,United States
01/16/2022,2015-2019,2016,17,04/30/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,401,0,401,0,389,389,,,,,,United States
01/16/2022,2015-2019,2016,18,05/07/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,419,0,419,0,409,409,,,,,,United States
01/16/2022,2015-2019,2016,19,05/14/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,422,0,422,0,409,409,,,,,,United States
01/16/2022,2015-2019,2016,20,05/21/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,383,0,383,0,393,393,,,,,,United States
01/16/2022,2015-2019,2016,21,05/28/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,446,0,446,0,412,412,,,,,,United States
01/16/2022,2015-2019,2016,22,06/04/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,416,0,416,0,404,404,,,,,,United States
01/16/2022,2015-2019,2016,23,06/11/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,437,0,437,0,411,411,,,,,,United States
01/16/2022,2015-2019,2016,24,06/18/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,439,0,439,0,421,421,,,,,,United States
01/16/2022,2015-2019,2016,25,06/25/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,409,0,409,0,407,407,,,,,,United States
01/16/2022,2015-2019,2016,26,07/02/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,416,0,416,0,418,418,,,,,,United States
01/16/2022,2015-2019,2016,27,07/09/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,406,0,406,0,412,412,,,,,,United States
01/16/2022,2015-2019,2016,28,07/16/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,426,0,426,0,419,419,,,,,,United States
01/16/2022,2015-2019,2016,29,07/23/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,449,0,449,0,399,399,,,,,,United States
01/16/2022,2015-2019,2016,30,07/30/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,453,0,453,0,425,425,,,,,,United States
01/16/2022,2015-2019,2016,31,08/06/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,433,0,433,0,400,400,,,,,,United States
01/16/2022,2015-2019,2016,32,08/13/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,442,0,442,0,416,416,,,,,,United States
01/16/2022,2015-2019,2016,33,08/20/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,429,0,429,0,386,386,,,,,,United States
01/16/2022,2015-2019,2016,34,08/27/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,498,0,498,0,412,412,,,,,,United States
01/16/2022,2015-2019,2016,35,09/03/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,433,0,433,0,404,404,,,,,,United States
01/16/2022,2015-2019,2016,36,09/10/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,437,0,437,0,411,411,,,,,,United States
01/16/2022,2015-2019,2016,37,09/17/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,437,0,437,0,394,394,,,,,,United States
01/16/2022,2015-2019,2016,38,09/24/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,452,0,452,0,415,415,,,,,,United States
01/16/2022,2015-2019,2016,39,10/01/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,422,0,422,0,392,392,,,,,,United States
01/16/2022,2015-2019,2016,40,10/08/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,413,0,413,0,396,396,,,,,,United States
01/16/2022,2015-2019,2016,41,10/15/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,415,0,415,0,396,396,,,,,,United States
01/16/2022,2015-2019,2016,42,10/22/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,410,0,410,0,397,397,,,,,,United States
01/16/2022,2015-2019,2016,43,10/29/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,430,0,430,0,399,399,,,,,,United States
01/16/2022,2015-2019,2016,44,11/05/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,374,0,374,0,402,402,,,,,,United States
01/16/2022,2015-2019,2016,45,11/12/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,418,0,418,0,378,378,,,,,,United States
01/16/2022,2015-2019,2016,46,11/19/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,449,0,449,0,405,405,,,,,,United States
01/16/2022,2015-2019,2016,47,11/26/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,453,0,453,0,396,396,,,,,,United States
01/16/2022,2015-2019,2016,48,12/03/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,433,0,433,0,379,379,,,,,,United States
01/16/2022,2015-2019,2016,49,12/10/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,419,0,419,0,393,393,,,,,,United States
01/16/2022,2015-2019,2016,50,12/17/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,411,0,411,0,381,381,,,,,,United States
01/16/2022,2015-2019,2016,51,12/24/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,437,0,437,0,392,392,,,,,,United States
01/16/2022,2015-2019,2016,52,12/31/2016,All Race/Ethnicity Groups,All Sexes,20-24 Years,423,0,423,0,391,391,,,,,,United States
01/16/2022,2015-2019,2017,1,01/07/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,447,0,447,0,388,388,,,,,,United States
01/16/2022,2015-2019,2017,2,01/14/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,422,0,422,0,383,383,,,,,,United States
01/16/2022,2015-2019,2017,3,01/21/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,414,0,414,0,376,376,,,,,,United States
01/16/2022,2015-2019,2017,4,01/28/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,415,0,415,0,378,378,,,,,,United States
01/16/2022,2015-2019,2017,5,02/04/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,385,0,385,0,367,367,,,,,,United States
01/16/2022,2015-2019,2017,6,02/11/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,398,0,398,0,375,375,,,,,,United States
01/16/2022,2015-2019,2017,7,02/18/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,369,0,369,0,366,366,,,,,,United States
01/16/2022,2015-2019,2017,8,02/25/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,391,0,391,0,359,359,,,,,,United States
01/16/2022,2015-2019,2017,9,03/04/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,412,0,412,0,384,384,,,,,,United States
01/16/2022,2015-2019,2017,10,03/11/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,441,0,441,0,387,387,,,,,,United States
01/16/2022,2015-2019,2017,11,03/18/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,359,0,359,0,374,374,,,,,,United States
01/16/2022,2015-2019,2017,12,03/25/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,439,0,439,0,404,404,,,,,,United States
01/16/2022,2015-2019,2017,13,04/01/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,388,0,388,0,375,375,,,,,,United States
01/16/2022,2015-2019,2017,14,04/08/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,428,0,428,0,396,396,,,,,,United States
01/16/2022,2015-2019,2017,15,04/15/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,372,0,372,0,382,382,,,,,,United States
01/16/2022,2015-2019,2017,16,04/22/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,381,0,381,0,383,383,,,,,,United States
01/16/2022,2015-2019,2017,17,04/29/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,433,0,433,0,389,389,,,,,,United States
01/16/2022,2015-2019,2017,18,05/06/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,423,0,423,0,409,409,,,,,,United States
01/16/2022,2015-2019,2017,19,05/13/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,422,0,422,0,409,409,,,,,,United States
01/16/2022,2015-2019,2017,20,05/20/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,457,0,457,0,393,393,,,,,,United States
01/16/2022,2015-2019,2017,21,05/27/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,436,0,436,0,412,412,,,,,,United States
01/16/2022,2015-2019,2017,22,06/03/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,430,0,430,0,404,404,,,,,,United States
01/16/2022,2015-2019,2017,23,06/10/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,427,0,427,0,411,411,,,,,,United States
01/16/2022,2015-2019,2017,24,06/17/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,414,0,414,0,421,421,,,,,,United States
01/16/2022,2015-2019,2017,25,06/24/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,445,0,445,0,407,407,,,,,,United States
01/16/2022,2015-2019,2017,26,07/01/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,429,0,429,0,418,418,,,,,,United States
01/16/2022,2015-2019,2017,27,07/08/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,396,0,396,0,412,412,,,,,,United States
01/16/2022,2015-2019,2017,28,07/15/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,413,0,413,0,419,419,,,,,,United States
01/16/2022,2015-2019,2017,29,07/22/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,380,0,380,0,399,399,,,,,,United States
01/16/2022,2015-2019,2017,30,07/29/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,427,0,427,0,425,425,,,,,,United States
01/16/2022,2015-2019,2017,31,08/05/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,401,0,401,0,400,400,,,,,,United States
01/16/2022,2015-2019,2017,32,08/12/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,413,0,413,0,416,416,,,,,,United States
01/16/2022,2015-2019,2017,33,08/19/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,381,0,381,0,386,386,,,,,,United States
01/16/2022,2015-2019,2017,34,08/26/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,389,0,389,0,412,412,,,,,,United States
01/16/2022,2015-2019,2017,35,09/02/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,412,0,412,0,404,404,,,,,,United States
01/16/2022,2015-2019,2017,36,09/09/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,440,0,440,0,411,411,,,,,,United States
01/16/2022,2015-2019,2017,37,09/16/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,398,0,398,0,394,394,,,,,,United States
01/16/2022,2015-2019,2017,38,09/23/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,412,0,412,0,415,415,,,,,,United States
01/16/2022,2015-2019,2017,39,09/30/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,410,0,410,0,392,392,,,,,,United States
01/16/2022,2015-2019,2017,40,10/07/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,391,0,391,0,396,396,,,,,,United States
01/16/2022,2015-2019,2017,41,10/14/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,391,0,391,0,396,396,,,,,,United States
01/16/2022,2015-2019,2017,42,10/21/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,406,0,406,0,397,397,,,,,,United States
01/16/2022,2015-2019,2017,43,10/28/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,387,0,387,0,399,399,,,,,,United States
01/16/2022,2015-2019,2017,44,11/04/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,431,0,431,0,402,402,,,,,,United States
01/16/2022,2015-2019,2017,45,11/11/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,354,0,354,0,378,378,,,,,,United States
01/16/2022,2015-2019,2017,46,11/18/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,431,0,431,0,405,405,,,,,,United States
01/16/2022,2015-2019,2017,47,11/25/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,416,0,416,0,396,396,,,,,,United States
01/16/2022,2015-2019,2017,48,12/02/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,361,0,361,0,379,379,,,,,,United States
01/16/2022,2015-2019,2017,49,12/09/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,394,0,394,0,393,393,,,,,,United States
01/16/2022,2015-2019,2017,50,12/16/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,381,0,381,0,381,381,,,,,,United States
01/16/2022,2015-2019,2017,51,12/23/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,415,0,415,0,392,392,,,,,,United States
01/16/2022,2015-2019,2017,52,12/30/2017,All Race/Ethnicity Groups,All Sexes,20-24 Years,374,0,374,0,391,391,,,,,,United States
01/16/2022,2015-2019,2018,1,01/06/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,425,0,425,0,388,388,,,,,,United States
01/16/2022,2015-2019,2018,2,01/13/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,383,0,383,0,383,383,,,,,,United States
01/16/2022,2015-2019,2018,3,01/20/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,375,0,375,0,376,376,,,,,,United States
01/16/2022,2015-2019,2018,4,01/27/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,400,0,400,0,378,378,,,,,,United States
01/16/2022,2015-2019,2018,5,02/03/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,389,0,389,0,367,367,,,,,,United States
01/16/2022,2015-2019,2018,6,02/10/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,381,0,381,0,375,375,,,,,,United States
01/16/2022,2015-2019,2018,7,02/17/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,338,0,338,0,366,366,,,,,,United States
01/16/2022,2015-2019,2018,8,02/24/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,341,0,341,0,359,359,,,,,,United States
01/16/2022,2015-2019,2018,9,03/03/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,399,0,399,0,384,384,,,,,,United States
01/16/2022,2015-2019,2018,10,03/10/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,347,0,347,0,387,387,,,,,,United States
01/16/2022,2015-2019,2018,11,03/17/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,392,0,392,0,374,374,,,,,,United States
01/16/2022,2015-2019,2018,12,03/24/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,401,0,401,0,404,404,,,,,,United States
01/16/2022,2015-2019,2018,13,03/31/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,341,0,341,0,375,375,,,,,,United States
01/16/2022,2015-2019,2018,14,04/07/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,358,0,358,0,396,396,,,,,,United States
01/16/2022,2015-2019,2018,15,04/14/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,396,0,396,0,382,382,,,,,,United States
01/16/2022,2015-2019,2018,16,04/21/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,361,0,361,0,383,383,,,,,,United States
01/16/2022,2015-2019,2018,17,04/28/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,364,0,364,0,389,389,,,,,,United States
01/16/2022,2015-2019,2018,18,05/05/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,436,0,436,0,409,409,,,,,,United States
01/16/2022,2015-2019,2018,19,05/12/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,407,0,407,0,409,409,,,,,,United States
01/16/2022,2015-2019,2018,20,05/19/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,394,0,394,0,393,393,,,,,,United States
01/16/2022,2015-2019,2018,21,05/26/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,399,0,399,0,412,412,,,,,,United States
01/16/2022,2015-2019,2018,22,06/02/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,374,0,374,0,404,404,,,,,,United States
01/16/2022,2015-2019,2018,23,06/09/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,395,0,395,0,411,411,,,,,,United States
01/16/2022,2015-2019,2018,24,06/16/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,420,0,420,0,421,421,,,,,,United States
01/16/2022,2015-2019,2018,25,06/23/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,398,0,398,0,407,407,,,,,,United States
01/16/2022,2015-2019,2018,26,06/30/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,388,0,388,0,418,418,,,,,,United States
01/16/2022,2015-2019,2018,27,07/07/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,409,0,409,0,412,412,,,,,,United States
01/16/2022,2015-2019,2018,28,07/14/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,406,0,406,0,419,419,,,,,,United States
01/16/2022,2015-2019,2018,29,07/21/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,404,0,404,0,399,399,,,,,,United States
01/16/2022,2015-2019,2018,30,07/28/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,407,0,407,0,425,425,,,,,,United States
01/16/2022,2015-2019,2018,31,08/04/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,369,0,369,0,400,400,,,,,,United States
01/16/2022,2015-2019,2018,32,08/11/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,433,0,433,0,416,416,,,,,,United States
01/16/2022,2015-2019,2018,33,08/18/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,357,0,357,0,386,386,,,,,,United States
01/16/2022,2015-2019,2018,34,08/25/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,357,0,357,0,412,412,,,,,,United States
01/16/2022,2015-2019,2018,35,09/01/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,395,0,395,0,404,404,,,,,,United States
01/16/2022,2015-2019,2018,36,09/08/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,407,0,407,0,411,411,,,,,,United States
01/16/2022,2015-2019,2018,37,09/15/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,400,0,400,0,394,394,,,,,,United States
01/16/2022,2015-2019,2018,38,09/22/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,387,0,387,0,415,415,,,,,,United States
01/16/2022,2015-2019,2018,39,09/29/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,365,0,365,0,392,392,,,,,,United States
01/16/2022,2015-2019,2018,40,10/06/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,393,0,393,0,396,396,,,,,,United States
01/16/2022,2015-2019,2018,41,10/13/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,412,0,412,0,396,396,,,,,,United States
01/16/2022,2015-2019,2018,42,10/20/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,371,0,371,0,397,397,,,,,,United States
01/16/2022,2015-2019,2018,43,10/27/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,388,0,388,0,399,399,,,,,,United States
01/16/2022,2015-2019,2018,44,11/03/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,384,0,384,0,402,402,,,,,,United States
01/16/2022,2015-2019,2018,45,11/10/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,383,0,383,0,378,378,,,,,,United States
01/16/2022,2015-2019,2018,46,11/17/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,343,0,343,0,405,405,,,,,,United States
01/16/2022,2015-2019,2018,47,11/24/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,380,0,380,0,396,396,,,,,,United States
01/16/2022,2015-2019,2018,48,12/01/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,320,0,320,0,379,379,,,,,,United States
01/16/2022,2015-2019,2018,49,12/08/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,333,0,333,0,393,393,,,,,,United States
01/16/2022,2015-2019,2018,50,12/15/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,363,0,363,0,381,381,,,,,,United States
01/16/2022,2015-2019,2018,51,12/22/2018,All Race/Ethnicity Groups,All Sexes,20-24 Years,327,0,327,0,392,392,,,,,,United States
